Folder 0
1.0: 0.7612242698669434: 22.858087717661448
1.0: 0.009604235179722309: 22.237436971040587
1.0: 0.048202063888311386: 31.744428779392425
1.0: 0.0032346255611628294: 6.3688837431459175
1.0: 0.6251817941665649: 32.996746314007005
1.0: 0.012096276506781578: 16.784061339417757
1.0: 0.31901615858078003: 17.031805157493206
1.0: 0.01651124283671379: 26.87379923167996
1.0: 0.045466262847185135: 12.01094582490117
0.0: 0.3492114543914795: 43.983361730201956
0.0: 0.025048846378922462: 13.519124679478644
0.0: 0.0183359757065773: 25.656879946788354
0.0: 0.22242024540901184: 17.878289761247455
0.0: 0.9062790870666504: 33.459691974015
0.0: 0.13198907673358917: 9.385875565451073
0.0: 0.10262064635753632: 22.28457073192051
0.0: 0.4156261682510376: 36.8846588941724
0.0: 0.10541576892137527: 34.156491560429075
0.0: 0.09877170622348785: 10.57693547762906
0.0: 0.04180709272623062: 21.394214345852546
0.0: 0.23461687564849854: 10.543474316365376
0.0: 0.0059568630531430244: 17.101077580901414
0.0: 0.07180588692426682: 16.37681942069385
0.0: 0.004744695499539375: 20.56154009386245
0.0: 0.13679291307926178: 12.930728210352099
0.0: 0.03487037494778633: 6.735261176773295
0.0: 0.10354842990636826: 38.51998058186347
0.0: 0.2605811059474945: 22.820523000350946
0.0: 0.2750619053840637: 48.26524358827242
0.0: 0.5724561214447021: 27.091114291206626
0.0: 0.7146012187004089: 21.15981055597566
0.0: 0.012857899069786072: 9.148361064398319
0.0: 0.18528269231319427: 5.18230496957506
0.0: 0.6800494194030762: 36.7343233895126
0.0: 0.01896616630256176: 26.1016574395127
0.0: 0.2897070646286011: 10.03708079233159
0.0: 0.2053707093000412: 19.316326140848485
0.0: 0.3324567973613739: 36.07550621461503
0.0: 0.05926980450749397: 8.593046949843353
0.0: 0.015543537214398384: 30.01673355780879
0.0: 0.06707946956157684: 14.608436124175288
0.0: 0.09347987174987793: 2.708423715211328
0.0: 0.049369413405656815: 14.394623071058867
0.0: 0.06782472133636475: 6.486999945826009
0.0: 0.33053743839263916: 15.656717201825044
0.0: 0.07006290555000305: 50.50457037060572
0.0: 0.057485129684209824: 15.252818751673114
0.0: 0.18217439949512482: 9.286195863610482
0.0: 0.35535988211631775: 12.67130270970016
0.0: 0.9150345921516418: 14.284926485497756
0.0: 0.12554380297660828: 4.743500377066723
0.0: 0.0012017447734251618: 17.064027748301314
0.0: 0.7822099328041077: 15.40139632496917
0.0: 0.031619593501091: 38.722361420338224
0.0: 0.15824171900749207: 6.939753174672768
0.0: 0.06809787452220917: 8.817522530007823
0.0: 0.14033332467079163: 29.48825688160929
0.0: 0.007755030412226915: 5.428648853450909
0.0: 0.04749002307653427: 15.42029334277469
0.0: 0.08529302477836609: 50.283978026072376
0.0: 0.3725346624851227: 19.890812893518454
0.0: 0.106456458568573: 22.332228794265838
0.0: 0.5463678240776062: 3.4689396620847237
0.0: 0.1862339973449707: 16.44886910847976
0.0: 0.18248669803142548: 16.68263307287919
0.0: 0.05687422677874565: 41.00540825585932
0.0: 0.0011956021189689636: 80.42482253519164
0.0: 0.000325419707223773: 5.5383578044569735
0.0: 0.17871086299419403: 21.03691879866216
0.0: 0.3139441907405853: 22.59933935362042
0.0: 0.019823962822556496: 22.57947550160928
0.0: 0.08740845322608948: 9.776951576085743
0.0: 0.03736899793148041: 8.765131704040181
0.0: 0.16733936965465546: 18.676305599624378
0.0: 0.32284456491470337: 9.092662024141038
0.0: 0.0918143019080162: 21.925883196971014
0.0: 0.129957914352417: 5.912449457380166
0.0: 0.08480904251337051: 7.534616327598868
0.0: 0.12068556994199753: 14.12996963541191
0.0: 0.2614012658596039: 23.63567590417178
0.0: 0.08771385252475739: 8.901600744470617
0.0: 0.05602647364139557: 24.161132395828925
0.0: 0.6374551057815552: 15.825739330736784
0.0: 0.3634086549282074: 53.4855255297192
0.0: 0.04364091157913208: 12.686868868526144
0.0: 0.14150604605674744: 32.307705348576604
0.0: 0.029101230204105377: 10.338648792523646
0.0: 0.3593386709690094: 11.177624452463405
0.0: 0.3055969774723053: 19.94319313474892
0.0: 0.036221977323293686: 20.197671424166536
0.0: 0.5654451251029968: 12.21353751152818
0.0: 0.05612638220191002: 37.652586175549594
0.0: 0.08646947890520096: 37.59763016387858
0.0: 0.5203009843826294: 66.68572219260139
0.0: 0.004836863838136196: 12.473351633372733
0.0: 0.04542513191699982: 22.62612791940913
0.0: 0.08454250544309616: 10.379964054127983
0.0: 0.18055331707000732: 54.11273631742301
0.0: 0.10466930270195007: 17.677181393528908
0.0: 0.09538352489471436: 13.555149836540187
0.0: 0.10957199335098267: 13.491171626868386
0.0: 0.005095460452139378: 15.703170531345274
0.0: 0.16205047070980072: 25.35647353244763
0.0: 0.12223117053508759: 49.82665276594408
0.0: 0.1490529477596283: 9.47407391842335
0.0: 0.010256643407046795: 36.77101561253972
0.0: 0.3651352822780609: 37.00787344811822
0.0: 0.06319097429513931: 31.79139309143703
0.0: 0.5026821494102478: 31.308952776417012
1.0: 0.9894055724143982: 43.983361730201956
1.0: 0.05065005645155907: 13.519124679478644
1.0: 0.031078612431883812: 25.656879946788354
1.0: 0.23642215132713318: 17.878289761247455
1.0: 0.9927992820739746: 33.459691974015
1.0: 0.03236718475818634: 9.385875565451073
1.0: 0.01257745549082756: 22.28457073192051
1.0: 0.1301739364862442: 36.8846588941724
1.0: 0.02438265271484852: 34.156491560429075
1.0: 0.06969919055700302: 10.57693547762906
1.0: 0.1980489045381546: 21.394214345852546
1.0: 0.34212541580200195: 10.543474316365376
1.0: 0.062106162309646606: 17.101077580901414
1.0: 0.4065415561199188: 16.37681942069385
1.0: 0.030427932739257812: 20.56154009386245
1.0: 0.0644608587026596: 12.930728210352099
1.0: 0.03944207727909088: 6.735261176773295
1.0: 0.9975306391716003: 38.51998058186347
1.0: 0.0798308476805687: 22.820523000350946
1.0: 0.9974662065505981: 48.26524358827242
1.0: 0.17271555960178375: 27.091114291206626
1.0: 0.16801878809928894: 21.15981055597566
1.0: 0.007861893624067307: 9.148361064398319
1.0: 0.3396030366420746: 5.18230496957506
1.0: 0.058352623134851456: 36.7343233895126
1.0: 0.4883258640766144: 26.1016574395127
1.0: 0.05746156722307205: 10.03708079233159
1.0: 0.019750967621803284: 19.316326140848485
1.0: 0.0710015669465065: 36.07550621461503
1.0: 0.39680564403533936: 8.593046949843353
1.0: 0.2398614138364792: 30.01673355780879
1.0: 0.12011168897151947: 14.608436124175288
1.0: 0.1197524145245552: 2.708423715211328
1.0: 0.05265716463327408: 14.394623071058867
1.0: 0.0024395938962697983: 6.486999945826009
1.0: 0.025660665705800056: 15.656717201825044
1.0: 0.036960579454898834: 50.50457037060572
1.0: 0.7505210638046265: 15.252818751673114
1.0: 0.4320727586746216: 9.286195863610482
1.0: 0.09385071694850922: 12.67130270970016
1.0: 0.02345600351691246: 14.284926485497756
1.0: 0.2526167035102844: 4.743500377066723
1.0: 0.0045820497907698154: 17.064027748301314
1.0: 0.15309247374534607: 15.40139632496917
1.0: 0.04672268405556679: 38.722361420338224
1.0: 0.029491666704416275: 6.939753174672768
1.0: 0.11424443870782852: 8.817522530007823
1.0: 0.2747596800327301: 29.48825688160929
1.0: 0.12092125415802002: 5.428648853450909
1.0: 0.06598867475986481: 15.42029334277469
1.0: 0.9979637861251831: 50.283978026072376
1.0: 0.311341792345047: 19.890812893518454
1.0: 0.03495768830180168: 22.332228794265838
1.0: 0.13729257881641388: 3.4689396620847237
1.0: 0.015146452933549881: 16.44886910847976
1.0: 0.12562064826488495: 16.68263307287919
1.0: 0.03317476809024811: 41.00540825585932
1.0: 0.020560266450047493: 80.42482253519164
1.0: 0.08864840865135193: 5.5383578044569735
1.0: 0.014385223388671875: 21.03691879866216
1.0: 0.09501797705888748: 22.59933935362042
1.0: 0.2940206527709961: 22.57947550160928
1.0: 2.7661231797537766e-05: 9.776951576085743
1.0: 0.01585417613387108: 8.765131704040181
1.0: 0.24562518298625946: 18.676305599624378
1.0: 0.09315542131662369: 9.092662024141038
1.0: 0.38035348057746887: 21.925883196971014
1.0: 0.003892524167895317: 5.912449457380166
1.0: 0.15339934825897217: 7.534616327598868
1.0: 0.19132240116596222: 14.12996963541191
1.0: 0.09918659925460815: 23.63567590417178
1.0: 0.07970784604549408: 8.901600744470617
1.0: 0.011467822827398777: 24.161132395828925
1.0: 0.03291033208370209: 15.825739330736784
1.0: 0.999536395072937: 53.4855255297192
1.0: 0.4159564971923828: 12.686868868526144
1.0: 0.26769500970840454: 32.307705348576604
1.0: 0.6485059857368469: 10.338648792523646
1.0: 0.5307048559188843: 11.177624452463405
1.0: 0.020312583073973656: 19.94319313474892
1.0: 0.018788442015647888: 20.197671424166536
1.0: 0.4661979377269745: 12.21353751152818
1.0: 0.01648896373808384: 37.652586175549594
1.0: 0.00704306922852993: 37.59763016387858
1.0: 0.0009302394464612007: 66.68572219260139
1.0: 0.14652414619922638: 12.473351633372733
1.0: 0.7942778468132019: 22.62612791940913
1.0: 0.2745527923107147: 10.379964054127983
1.0: 0.5115043520927429: 54.11273631742301
1.0: 0.2501697540283203: 17.677181393528908
1.0: 0.26058298349380493: 13.555149836540187
1.0: 0.5097672939300537: 13.491171626868386
1.0: 0.11508215218782425: 15.703170531345274
1.0: 0.053242165595293045: 25.35647353244763
1.0: 0.017516130581498146: 49.82665276594408
1.0: 0.17349213361740112: 9.47407391842335
1.0: 0.014006688259541988: 36.77101561253972
1.0: 0.012366936542093754: 37.00787344811822
1.0: 0.48362845182418823: 31.79139309143703
1.0: 0.009293965063989162: 31.308952776417012
0.0: 0.3030479848384857: 44.95026110048437
0.0: 0.006659139413386583: 11.837501895318306
0.0: 0.6728816032409668: 10.256823040951227
0.0: 0.1572140008211136: 15.894758893835938
0.0: 0.012594551779329777: 19.5043791464982
0.0: 0.06526921689510345: 16.503625695275446
0.0: 0.4483538866043091: 43.789050897620314
0.0: 0.9132915139198303: 10.358817098038376
0.0: 0.04027421027421951: 48.57786668894067
0.0: 0.24791975319385529: 31.245910558524898
0.0: 0.0006384151056408882: 49.978403027529176
0.0: 0.022965528070926666: 23.41623148236648
0.0: 0.9175534844398499: 60.916452479295145
0.0: 0.06003694608807564: 15.868817643665654
0.0: 0.04621937870979309: 16.070584191113742
0.0: 0.44526565074920654: 46.41855613463983
0.0: 0.05445479229092598: 27.24685043788585
0.0: 0.10776946693658829: 23.38874668644291
0.0: 0.232879176735878: 20.903895447282554
0.0: 0.5095934271812439: 23.89255285403827
0.0: 0.044399648904800415: 34.25705203670442
0.0: 0.2794463634490967: 23.44268365812682
0.0: 0.008000724017620087: 23.859714715220427
0.0: 0.032962411642074585: 12.109828645705367
0.0: 0.015169703401625156: 16.285032379557236
0.0: 0.11479603499174118: 44.97036488660553
0.0: 0.1370658427476883: 10.890637804237262
0.0: 0.44893476366996765: 13.783951266815714
0.0: 0.0999862402677536: 25.84320431212895
0.0: 0.04676707461476326: 6.167149015047218
0.0: 0.0187362190335989: 13.974845755957727
0.0: 0.07127793878316879: 9.024696411054137
0.0: 0.10209940373897552: 33.61197600404528
0.0: 0.10296167433261871: 20.453134329172478
0.0: 0.4937089681625366: 24.978696714423148
0.0: 0.10385972261428833: 21.259447901662828
0.0: 0.09037822484970093: 9.95451105244378
0.0: 0.07754568755626678: 33.810769989635055
0.0: 0.14640121161937714: 54.69460688958442
0.0: 0.04996572807431221: 42.59822355785099
0.0: 0.05671349912881851: 19.157856894306928
0.0: 0.7298887372016907: 5.288060449515979
0.0: 0.14418652653694153: 8.558193608817747
0.0: 0.11907999217510223: 63.50922371625503
0.0: 0.3959623873233795: 13.081051852023847
0.0: 0.1496390551328659: 8.959461358040976
0.0: 0.09947013854980469: 15.536429614652867
0.0: 0.06974329799413681: 8.85023417192451
0.0: 0.07172658294439316: 12.90466375307395
0.0: 0.041541360318660736: 47.27428933637985
0.0: 0.21467863023281097: 23.883200654008665
0.0: 0.2173469066619873: 28.816927574350576
0.0: 0.34815534949302673: 12.837171593063145
0.0: 0.0026099192909896374: 9.491310833025556
0.0: 0.11853846907615662: 11.190387567551165
0.0: 0.2514397203922272: 9.033410854535752
0.0: 0.36074548959732056: 7.251126694701163
0.0: 0.0412469208240509: 22.85510226345469
0.0: 0.2939739227294922: 17.977020425398532
0.0: 0.2070123255252838: 12.318036830132218
0.0: 0.9025769829750061: 16.39841054912652
0.0: 0.13319732248783112: 35.44693019016167
0.0: 0.9654510021209717: 14.508648988923836
0.0: 0.08230774104595184: 27.86595744474556
0.0: 0.1478617638349533: 12.628057827095125
0.0: 0.010470988228917122: 38.58378177841797
0.0: 0.03612104058265686: 40.534065452532886
0.0: 0.04395656660199165: 15.61459687976722
0.0: 0.07351319491863251: 29.506083758130305
0.0: 0.23954042792320251: 31.80305766683917
0.0: 0.07919641584157944: 77.01123112425044
0.0: 0.623443603515625: 47.48905715202811
0.0: 0.30938786268234253: 31.745463347681998
0.0: 0.0830138772726059: 25.42250145214196
0.0: 0.08495375514030457: 36.90453616572396
0.0: 0.007190825883299112: 38.926164183824476
0.0: 0.11991504579782486: 8.955417373874141
0.0: 0.3506622314453125: 26.592335660581888
0.0: 0.1907140016555786: 23.091707749384106
0.0: 0.32939156889915466: 21.314104766964316
0.0: 0.04696008935570717: 15.555191753154357
0.0: 0.013184426352381706: 30.507575913418613
0.0: 0.029222456738352776: 25.78639553184907
0.0: 0.07953336834907532: 22.92400772693127
0.0: 0.0770445242524147: 5.927359961577343
0.0: 0.043143052607774734: 47.99078907405781
0.0: 0.08908083289861679: 15.665356452771663
0.0: 0.9124013781547546: 33.51881043463602
0.0: 0.021823909133672714: 43.25821908510056
0.0: 0.06775350868701935: 16.284695513302474
0.0: 0.18783365190029144: 6.602960913333032
0.0: 0.038451988250017166: 29.76701661409604
0.0: 0.026502162218093872: 10.880538299309983
0.0: 0.023622412234544754: 13.663054956344785
0.0: 0.07425618916749954: 19.97036383958549
0.0: 0.2571295201778412: 11.007721812658305
0.0: 0.06924787908792496: 24.670678197403426
0.0: 0.10615427792072296: 66.3133033037047
0.0: 0.01411483995616436: 17.660120724212558
0.0: 0.0371716171503067: 16.269119365807775
1.0: 0.017598971724510193: 44.95026110048437
1.0: 0.1428399384021759: 11.837501895318306
1.0: 0.05708271265029907: 10.256823040951227
1.0: 0.6070453524589539: 15.894758893835938
1.0: 0.20640961825847626: 19.5043791464982
1.0: 0.010033168829977512: 16.503625695275446
1.0: 0.011550727300345898: 43.789050897620314
1.0: 0.13299673795700073: 10.358817098038376
1.0: 0.3606627285480499: 48.57786668894067
1.0: 0.08266156166791916: 31.245910558524898
1.0: 0.011369697749614716: 49.978403027529176
1.0: 0.07479256391525269: 23.41623148236648
1.0: 0.14520573616027832: 60.916452479295145
1.0: 0.007573516573756933: 15.868817643665654
1.0: 0.4739498496055603: 16.070584191113742
1.0: 0.9998685121536255: 46.41855613463983
1.0: 0.11350768059492111: 27.24685043788585
1.0: 0.8760815858840942: 23.38874668644291
1.0: 0.05764761567115784: 20.903895447282554
1.0: 0.09580846130847931: 23.89255285403827
1.0: 0.00902246218174696: 34.25705203670442
1.0: 0.03303581848740578: 23.44268365812682
1.0: 0.03880031779408455: 23.859714715220427
1.0: 0.14557884633541107: 12.109828645705367
1.0: 0.5685831308364868: 16.285032379557236
1.0: 0.0008170935325324535: 44.97036488660553
1.0: 0.5083395838737488: 10.890637804237262
1.0: 0.06681507080793381: 13.783951266815714
1.0: 0.02395126409828663: 25.84320431212895
1.0: 0.10642905533313751: 6.167149015047218
1.0: 0.37963101267814636: 13.974845755957727
1.0: 0.2392997294664383: 9.024696411054137
1.0: 0.006143615581095219: 33.61197600404528
1.0: 0.10543595999479294: 20.453134329172478
1.0: 0.059781260788440704: 24.978696714423148
1.0: 0.0017792102880775928: 21.259447901662828
1.0: 0.17522230744361877: 9.95451105244378
1.0: 0.0049690729938447475: 33.810769989635055
1.0: 0.022955987602472305: 54.69460688958442
1.0: 0.4913511872291565: 42.59822355785099
1.0: 0.19008071720600128: 19.157856894306928
1.0: 0.19145159423351288: 5.288060449515979
1.0: 0.08906546980142593: 8.558193608817747
1.0: 0.20354466140270233: 63.50922371625503
1.0: 0.09634838998317719: 13.081051852023847
1.0: 0.17210231721401215: 8.959461358040976
1.0: 0.021270493045449257: 15.536429614652867
1.0: 0.3028371334075928: 8.85023417192451
1.0: 0.14431317150592804: 12.90466375307395
1.0: 0.9992027878761292: 47.27428933637985
1.0: 0.15718859434127808: 23.883200654008665
1.0: 0.06775514781475067: 28.816927574350576
1.0: 0.0390176996588707: 12.837171593063145
1.0: 0.03304412215948105: 9.491310833025556
1.0: 0.016586285084486008: 11.190387567551165
1.0: 0.0031960951164364815: 9.033410854535752
1.0: 0.018541065976023674: 7.251126694701163
1.0: 0.011971425265073776: 22.85510226345469
1.0: 0.11831044405698776: 17.977020425398532
1.0: 0.06278637796640396: 12.318036830132218
1.0: 0.2495398074388504: 16.39841054912652
1.0: 0.08208683133125305: 35.44693019016167
1.0: 0.05526665970683098: 14.508648988923836
1.0: 0.004763118457049131: 27.86595744474556
1.0: 0.07428567111492157: 12.628057827095125
1.0: 0.0036738563794642687: 38.58378177841797
1.0: 0.3315506875514984: 40.534065452532886
1.0: 0.07871618121862411: 15.61459687976722
1.0: 0.3715117573738098: 29.506083758130305
1.0: 0.007423635106533766: 31.80305766683917
1.0: 0.000710830616299063: 77.01123112425044
1.0: 0.00033860490657389164: 47.48905715202811
1.0: 0.050145234912633896: 31.745463347681998
1.0: 0.07421878725290298: 25.42250145214196
1.0: 0.3675999045372009: 36.90453616572396
1.0: 0.9989363551139832: 38.926164183824476
1.0: 0.3010901212692261: 8.955417373874141
1.0: 0.6889492869377136: 26.592335660581888
1.0: 0.08035843819379807: 23.091707749384106
1.0: 0.2559642791748047: 21.314104766964316
1.0: 0.11969009786844254: 15.555191753154357
1.0: 0.0037218958605080843: 30.507575913418613
1.0: 0.23120839893817902: 25.78639553184907
1.0: 0.09269038587808609: 22.92400772693127
1.0: 0.05186589062213898: 5.927359961577343
1.0: 0.9968622922897339: 47.99078907405781
1.0: 0.5108396410942078: 15.665356452771663
1.0: 0.972274899482727: 33.51881043463602
1.0: 0.99931800365448: 43.25821908510056
1.0: 0.8362815380096436: 16.284695513302474
1.0: 0.9866225123405457: 6.602960913333032
1.0: 0.040986720472574234: 29.76701661409604
1.0: 0.02328711375594139: 10.880538299309983
1.0: 0.07504431903362274: 13.663054956344785
1.0: 0.12137764692306519: 19.97036383958549
1.0: 0.06302416324615479: 11.007721812658305
1.0: 0.010497819632291794: 24.670678197403426
1.0: 0.9999898672103882: 66.3133033037047
1.0: 0.11458975076675415: 17.660120724212558
1.0: 0.3989856541156769: 16.269119365807775
0.0: 0.12529633939266205: 5.422579601521694
0.0: 0.0661044493317604: 30.797257715040104
0.0: 0.05467286333441734: 10.663751349091712
0.0: 0.13455550372600555: 10.086641788374292
0.0: 0.2706911861896515: 24.815255766176442
0.0: 0.047824569046497345: 25.583852144904586
0.0: 0.1366037279367447: 14.009320928186947
